Ex_meV_per_nm,pR_diag
-0.51703999572,0.08906897715516303
-0.38777999679,0.14309789207591292
-0.25851999786,0.22886432232151885
-0.12925999893,0.3512164127177031
0.0,0.5
0.12925999893,0.6487835872823542
0.25851999786,0.7711356776785345
0.38777999679,0.8569021079240465
0.51703999572,0.9109310228448393
