p_centroid,p_bead,span_05,span_10,span_15,span_20,Rg2_nm2,Vmean_eV,mean_x_centroid_nm,mean_y_centroid_nm,max_bead_radius_nm,P,Ex_eV_per_nm,Ex_meV_per_nm,asymmetry_eV,Rwall_nm,seed,n_samples,acceptance_local,acceptance_staging,acceptance_global,test
0.8524444444444444,0.8321631944444444,0.21422222222222223,0.1497777777777778,0.10844444444444444,0.08666666666666667,7.485996208572854,-0.036356785506985775,3.3140675620147415,-0.02304245132883543,15.886181799198253,128,0.000258519998,0.258519998,0.0,25.0,132800,2250,0.9147543402777778,0.5530111111111111,0.4847811597422795,steep
0.8346666666666667,0.8156284722222222,0.19644444444444445,0.14044444444444446,0.09644444444444444,0.0768888888888889,7.432533431138551,-0.03643400509552517,3.167143297586131,0.01017026919659202,15.627239221955156,128,0.000258519998,0.258519998,0.0,25.0,132801,2250,0.9149513888888889,0.5502,0.4855601753005956,steep
0.7764444444444445,0.7612152777777778,0.1968888888888889,0.14444444444444443,0.10666666666666667,0.08755555555555555,7.41951599822654,-0.03624856186874156,2.656356047781074,-0.023312202828230773,18.93556360736541,128,0.000258519998,0.258519998,0.0,25.0,132802,2250,0.9150102430555556,0.5520333333333334,0.48133054301134487,steep
0.8048888888888889,0.786875,0.1991111111111111,0.1408888888888889,0.10044444444444445,0.0768888888888889,7.366556155477036,-0.036332973165729435,2.9054356700242643,-0.014065916922367399,16.694863933642818,128,0.000258519998,0.258519998,0.0,25.0,132803,2250,0.9152237847222222,0.5556,0.4869450258896111,steep
0.8133333333333334,0.7989270833333333,0.21688888888888888,0.1622222222222222,0.11955555555555555,0.10088888888888889,7.644481610419749,-0.03621670275593119,3.0182923105463395,0.016561457050530217,15.817033475034966,128,0.000258519998,0.258519998,0.0,25.0,132804,2250,0.9151243055555556,0.5535111111111111,0.48699132755170116,steep
0.6817777777777778,0.6725277777777777,0.19466666666666665,0.13733333333333334,0.10266666666666667,0.07733333333333334,7.329500952385699,-0.036080203934616965,1.8171936565523636,0.038084919701044266,16.908305304559523,128,0.000258519998,0.258519998,0.0,25.0,132805,2250,0.9146170138888889,0.5532444444444444,0.4805449591280654,steep
0.7751111111111111,0.766375,0.20355555555555555,0.13422222222222221,0.09644444444444444,0.0791111111111111,7.307257552920423,-0.036274343745658,2.6884574997793496,-0.011256901024063654,16.440073801177984,128,0.000258519998,0.258519998,0.0,25.0,132806,2250,0.9150145833333333,0.5521666666666667,0.4885946366974519,steep
0.7466666666666667,0.7358333333333333,0.2111111111111111,0.15688888888888888,0.11733333333333333,0.09777777777777778,7.572984652925921,-0.03615731441295616,2.3550920253214964,0.02436135375671375,16.180017577522566,128,0.000258519998,0.258519998,0.0,25.0,132807,2250,0.9150331597222222,0.5554333333333333,0.5027285889297249,steep
0.5591111111111111,0.5572430555555555,0.2391111111111111,0.1791111111111111,0.13377777777777777,0.112,7.815228340107411,-0.03539234330923069,0.5587143218666839,0.01312523498463321,17.00767428165111,128,0.0,0.0,0.0,25.0,142800,2250,0.9150571180555556,0.5579666666666667,0.49693183086020304,zero
0.5057777777777778,0.50325,0.2328888888888889,0.16044444444444445,0.12311111111111112,0.09822222222222222,7.52516336309677,-0.03559160199758083,0.030011623535307484,-0.016128809042503255,15.508704286368314,128,0.0,0.0,0.0,25.0,142801,2250,0.9151314236111111,0.5537,0.48782972942375186,zero
0.5453333333333333,0.5422638888888889,0.23155555555555554,0.16577777777777777,0.12088888888888889,0.09377777777777778,7.560010019192875,-0.03550505140697574,0.38111294908352145,0.009432434865090818,15.567560943222286,128,0.0,0.0,0.0,25.0,142802,2250,0.9149831597222222,0.5568888888888889,0.4884993300580616,zero
0.428,0.4337013888888889,0.22755555555555557,0.1582222222222222,0.116,0.09422222222222222,7.632126194353271,-0.035386785211799304,-0.6411684814700326,4.803712631158024e-05,15.562318086878804,128,0.0,0.0,0.0,25.0,142803,2250,0.9150583333333333,0.5578444444444445,0.48927746618277795,zero
0.4955555555555556,0.49907986111111113,0.26355555555555554,0.20044444444444445,0.15911111111111112,0.13822222222222222,8.11953756542356,-0.0352270708292813,0.04249849922013957,0.0017933867424985688,15.136184899097824,128,0.0,0.0,0.0,25.0,142804,2250,0.9151059027777778,0.5588222222222222,0.49548458149779734,zero
0.4693333333333333,0.4753368055555556,0.22444444444444445,0.16,0.12177777777777778,0.10088888888888889,7.625863684186366,-0.03543412117415354,-0.2165808507138377,0.013571587539164211,16.431705581366618,128,0.0,0.0,0.0,25.0,142805,2250,0.9152008680555556,0.5559222222222222,0.4939145828723169,zero
0.42488888888888887,0.4269618055555556,0.23066666666666666,0.168,0.12622222222222224,0.10311111111111111,7.641366689783899,-0.035419613428820246,-0.7019486987192407,0.01056882900797863,15.349517666817905,128,0.0,0.0,0.0,25.0,142806,2250,0.9151362847222222,0.5570777777777778,0.492527544452929,zero
0.5626666666666666,0.5570729166666667,0.22711111111111112,0.1608888888888889,0.11911111111111111,0.09866666666666667,7.575165993327632,-0.03560700970434376,0.5527106902921904,-0.007097407625227848,16.518668876025682,128,0.0,0.0,0.0,25.0,142807,2250,0.9151168402777777,0.5543666666666667,0.501700866893449,zero
