p_centroid,p_bead,span_05,span_10,span_15,span_20,Rg2_nm2,Vmean_eV,mean_x_centroid_nm,mean_y_centroid_nm,max_bead_radius_nm,P,Ex_eV_per_nm,Ex_meV_per_nm,asymmetry_eV,Rwall_nm,seed,n_samples,acceptance_local,acceptance_staging,acceptance_global
0.4191111111111111,0.4195625,0.20622222222222222,0.14844444444444443,0.11911111111111111,0.09733333333333333,7.276108725364636,-0.03820799008181841,-0.9411802708047909,-0.01831507918461319,18.404331029480524,64,-0.0005060067980907471,-0.5060067980907471,0.006,25.0,425000,2250,0.9142447916666666,0.2394777777777778,0.47324640287769787
0.4093333333333333,0.4098263888888889,0.208,0.1448888888888889,0.11422222222222222,0.09288888888888888,7.330495030056971,-0.03808011578443989,-1.026537075422348,-0.026982258861024618,15.935860161006573,64,-0.0005060067980907471,-0.5060067980907471,0.006,25.0,425001,2250,0.9147375,0.2465111111111111,0.47646472477572266
0.4222222222222222,0.42575694444444445,0.2088888888888889,0.1471111111111111,0.108,0.08577777777777777,7.360235231762071,-0.038052793937151136,-0.8780968570275206,-0.04163220614420505,15.417415527097464,64,-0.0005060067980907471,-0.5060067980907471,0.006,25.0,425002,2250,0.9145510416666667,0.24437777777777778,0.4828169014084507
0.37466666666666665,0.37654166666666666,0.2,0.15244444444444444,0.11422222222222222,0.08977777777777778,7.416237245413801,-0.038112185757528186,-1.383908766499528,0.011624396749243555,14.838465102026701,64,-0.0005060067980907471,-0.5060067980907471,0.006,25.0,425003,2250,0.9144916666666667,0.2405,0.480276134122288
0.37777777777777777,0.3796736111111111,0.19066666666666668,0.136,0.10577777777777778,0.08755555555555555,7.338124152311635,-0.03817688507296811,-1.3285426185998053,-0.01697958050039567,14.924111440619301,64,-0.0005060067980907471,-0.5060067980907471,0.006,25.0,425004,2250,0.9144409722222222,0.2419777777777778,0.48629307497522845
0.39911111111111114,0.40494444444444444,0.21288888888888888,0.14933333333333335,0.12088888888888889,0.096,7.40553606821483,-0.03809519650611592,-1.079873515832843,-0.02417338858059423,16.02800058041749,64,-0.000473691798090747,-0.473691798090747,0.006,25.0,425100,2250,0.9146243055555555,0.23972222222222223,0.4743404207948347
0.45955555555555555,0.46275,0.22177777777777777,0.16177777777777777,0.12977777777777777,0.104,7.456080851936639,-0.038115389960595145,-0.49501491526073044,-0.006637407303369558,16.62540490060049,64,-0.000473691798090747,-0.473691798090747,0.006,25.0,425101,2250,0.9147263888888889,0.24258888888888888,0.4666741472172352
0.4613333333333333,0.4620486111111111,0.20177777777777778,0.15244444444444444,0.11777777777777777,0.09155555555555556,7.343837388247565,-0.038091646115409564,-0.4893149492981598,0.006651870362950038,15.415000979281775,64,-0.000473691798090747,-0.473691798090747,0.006,25.0,425102,2250,0.9146225694444444,0.23702222222222222,0.46983847928799033
0.42844444444444446,0.4347013888888889,0.21644444444444444,0.15688888888888888,0.12577777777777777,0.10711111111111112,7.4827483757678355,-0.03819674991480428,-0.7987882455336894,0.0421677100156116,14.120814745229433,64,-0.000473691798090747,-0.473691798090747,0.006,25.0,425103,2250,0.91478125,0.23752222222222222,0.4800530445353078
0.4577777777777778,0.45663888888888887,0.1942222222222222,0.14355555555555555,0.11155555555555556,0.08755555555555555,7.281812390119558,-0.03826931833622306,-0.5700627017472064,0.002795518199172238,15.214618977954817,64,-0.000473691798090747,-0.473691798090747,0.006,25.0,425104,2250,0.9145517361111111,0.23917777777777777,0.4670860480790833
0.5235555555555556,0.5216527777777777,0.2048888888888889,0.15066666666666667,0.11688888888888889,0.09377777777777778,7.293366171324158,-0.03813771252910975,0.08794224108589126,-0.016617373597826522,16.448822226271,64,-0.000441376798090747,-0.44137679809074704,0.006,25.0,425200,2250,0.9145135416666667,0.23845555555555556,0.468585237258348
0.5008888888888889,0.4959513888888889,0.22,0.156,0.12666666666666668,0.10444444444444445,7.506395026803057,-0.03805677341778539,-0.18287990410033347,0.005778302343157804,16.063981937527082,64,-0.000441376798090747,-0.44137679809074704,0.006,25.0,425201,2250,0.9143885416666667,0.2398111111111111,0.46843335931410757
0.5342222222222223,0.5297361111111111,0.20755555555555555,0.14933333333333335,0.11955555555555555,0.09555555555555556,7.3918661745531535,-0.0381319497400915,0.17941083438150782,-0.009485428399538285,14.713360799915648,64,-0.000441376798090747,-0.44137679809074704,0.006,25.0,425202,2250,0.914478125,0.23817777777777777,0.4769041494240018
0.5231111111111111,0.5209513888888889,0.20666666666666667,0.15244444444444444,0.11866666666666667,0.09777777777777778,7.299620960031995,-0.03818956932497569,0.07956675475940668,-0.01173419663389853,16.33063434145159,64,-0.000441376798090747,-0.44137679809074704,0.006,25.0,425203,2250,0.9145090277777778,0.23716666666666666,0.47257194244604317
0.5195555555555555,0.5201041666666667,0.1968888888888889,0.14355555555555555,0.11244444444444444,0.08844444444444445,7.319053722194501,-0.038128542048548764,0.07239070123846872,0.0011907525910424958,14.788746615656875,64,-0.000441376798090747,-0.44137679809074704,0.006,25.0,425204,2250,0.9139743055555556,0.2363888888888889,0.4791573785109229
0.5133333333333333,0.5127638888888889,0.2071111111111111,0.15555555555555556,0.11688888888888889,0.09555555555555556,7.37016596406126,-0.03815002393495121,0.01943948024107591,0.013117220630355399,14.81747438896166,64,-0.00040906179809074703,-0.40906179809074705,0.006,25.0,425300,2250,0.9145114583333334,0.23906666666666668,0.4758981355161437
0.5191111111111111,0.519375,0.21333333333333335,0.15333333333333332,0.11866666666666667,0.09822222222222222,7.47872234666691,-0.03797940886450066,0.07383918815081658,0.016741984047255434,14.727767709856357,64,-0.00040906179809074703,-0.40906179809074705,0.006,25.0,425301,2250,0.91456875,0.24167777777777777,0.47511821661787884
0.5062222222222222,0.5027430555555555,0.21733333333333332,0.15688888888888888,0.1288888888888889,0.10355555555555555,7.398213344269508,-0.037989666316981655,-0.08325983843182323,-0.0026559147521336493,17.93446731818981,64,-0.00040906179809074703,-0.40906179809074705,0.006,25.0,425302,2250,0.9146065972222223,0.24258888888888888,0.4766688993078812
0.5177777777777778,0.5161041666666667,0.21244444444444444,0.15777777777777777,0.12844444444444444,0.10755555555555556,7.334304411565956,-0.038085568740239155,0.034689773770901586,-0.02881041306872925,13.4846873101289,64,-0.00040906179809074703,-0.40906179809074705,0.006,25.0,425303,2250,0.9145961805555556,0.24083333333333334,0.4711506017320886
0.5026666666666667,0.49945833333333334,0.22755555555555557,0.17155555555555554,0.13155555555555556,0.10622222222222222,7.480162289767562,-0.037994135630211305,-0.12319729863928819,0.025743621763086547,17.978176360592915,64,-0.00040906179809074703,-0.40906179809074705,0.006,25.0,425304,2250,0.9148260416666667,0.23765555555555556,0.4787597925631689
0.5315555555555556,0.5302916666666667,0.21866666666666668,0.156,0.12133333333333333,0.1,7.398207376898971,-0.038090239526402406,0.2038956405147021,-0.026636709463649304,16.329799834457745,64,-0.000376746798090747,-0.37674679809074696,0.006,25.0,425400,2250,0.9145649305555555,0.23716666666666666,0.46870144284128745
