p_centroid,p_bead,span_05,span_10,span_15,span_20,Rg2_nm2,Vmean_eV,mean_x_centroid_nm,mean_y_centroid_nm,max_bead_radius_nm,P,Ex_eV_per_nm,Ex_meV_per_nm,asymmetry_eV,Rwall_nm,seed,n_samples,acceptance_local,acceptance_staging,acceptance_global,wall_test
0.5133333333333333,0.5134583333333333,0.23955555555555555,0.1791111111111111,0.14577777777777778,0.12222222222222222,7.853308010482484,-0.03536434683242108,0.13820798630999243,-0.018414282357126815,14.94533219536785,64,0.0,0.0,0.0,25.0,325000,2250,0.9145996527777778,0.26295555555555555,0.490311986863711,zero
0.4622222222222222,0.46513194444444445,0.23377777777777778,0.16933333333333334,0.136,0.11244444444444444,7.669567323857348,-0.0354672327352163,-0.32880627365574655,0.014440279654283024,17.38629794944521,64,0.0,0.0,0.0,25.0,325001,2250,0.9147458333333334,0.2617888888888889,0.4895545484691058,zero
0.5475555555555556,0.5426180555555555,0.2288888888888889,0.17244444444444446,0.13733333333333334,0.11288888888888889,7.514195368682322,-0.035644616855937145,0.40111346606328807,0.027272173834245617,16.15695875612258,64,0.0,0.0,0.0,25.0,325002,2250,0.9147135416666666,0.2566555555555556,0.4856299857939023,zero
0.49466666666666664,0.49299305555555556,0.232,0.168,0.13377777777777777,0.10533333333333333,7.679310331148853,-0.035435132551243385,-0.07452674405364966,-0.010882470829429888,15.01303098419849,64,0.0,0.0,0.0,25.0,325003,2250,0.9148427083333334,0.25595555555555555,0.48813827383642117,zero
0.45866666666666667,0.46344444444444444,0.22666666666666666,0.16977777777777778,0.13555555555555557,0.10577777777777778,7.628384501582476,-0.03552704541852981,-0.3599914789249399,0.030678890492413548,16.212049061615197,64,0.0,0.0,0.0,25.0,325004,2250,0.9147336805555556,0.2556333333333333,0.48339283782321757,zero
0.5253333333333333,0.5219513888888889,0.23244444444444445,0.168,0.14266666666666666,0.11777777777777777,7.629353325453857,-0.03543954141770061,0.21097643467808022,-0.02899308632478491,15.934419026485378,64,0.0,0.0,0.0,25.0,325005,2250,0.9146572916666666,0.25897777777777775,0.4948786461812514,zero
0.4711111111111111,0.4751736111111111,0.236,0.18,0.144,0.12222222222222222,7.814313793808313,-0.03537583246739412,-0.21919348406481676,0.01540800154467167,16.834353713976636,64,0.0,0.0,0.0,25.0,325006,2250,0.9144246527777777,0.26,0.48928092898615455,zero
0.5328888888888889,0.529,0.22044444444444444,0.16133333333333333,0.12444444444444444,0.1,7.551933419855111,-0.03556922307507633,0.29737989944518106,-0.01680655724381502,15.71432135041042,64,0.0,0.0,0.0,25.0,325007,2250,0.9145145833333334,0.2581333333333333,0.4945251396648045,zero
0.7302222222222222,0.7165277777777778,0.2071111111111111,0.15022222222222223,0.11866666666666667,0.09955555555555555,7.569444839077737,-0.03608823663480794,2.207513715642272,0.01702238379920537,15.544777836456563,64,0.000258519998,0.258519998,0.0,25.0,325100,2250,0.9147649305555555,0.25312222222222225,0.493007769145394,steep
0.7746666666666666,0.7609513888888889,0.204,0.1431111111111111,0.108,0.09066666666666667,7.466727176112982,-0.036221641010501814,2.6265458310380536,-0.011600839631020573,15.28192888184508,64,0.000258519998,0.258519998,0.0,25.0,325101,2250,0.914590625,0.2542111111111111,0.48548899353849523,steep
0.8208888888888889,0.8079930555555556,0.2031111111111111,0.1431111111111111,0.11288888888888889,0.09333333333333334,7.525010584013152,-0.036349980096620355,3.1148530548657996,0.012233864441453399,17.42132687124913,64,0.000258519998,0.258519998,0.0,25.0,325102,2250,0.9144725694444444,0.2570777777777778,0.4854660875375877,steep
0.7991111111111111,0.7896180555555555,0.19644444444444445,0.148,0.11955555555555555,0.09644444444444444,7.496760794743799,-0.0362623133401609,2.9270223662054358,-0.0010749578674842132,15.315560209841536,64,0.000258519998,0.258519998,0.0,25.0,325103,2250,0.9144496527777778,0.25633333333333336,0.49094947251526927,steep
0.8124444444444444,0.7985694444444444,0.20622222222222222,0.15288888888888888,0.11822222222222223,0.09333333333333334,7.59141953740308,-0.03633621825168486,2.9947299725276477,-0.012889410639113818,15.240570566731694,64,0.000258519998,0.258519998,0.0,25.0,325104,2250,0.9148024305555555,0.25201111111111113,0.48404374023655433,steep
0.8177777777777778,0.8022916666666666,0.21822222222222223,0.15511111111111112,0.11866666666666667,0.08933333333333333,7.528734778806458,-0.03629585575053743,3.026795448817958,-0.0029900694312139267,15.688645801471557,64,0.000258519998,0.258519998,0.0,25.0,325105,2250,0.91448125,0.2539222222222222,0.48463977260303925,steep
0.7217777777777777,0.7135694444444445,0.208,0.14577777777777778,0.10977777777777778,0.08355555555555555,7.445414810225523,-0.0361730697455549,2.1657567182124304,-0.011443607125592425,15.48406064668039,64,0.000258519998,0.258519998,0.0,25.0,325106,2250,0.9144777777777777,0.25504444444444446,0.49408512990602543,steep
0.7875555555555556,0.7733680555555555,0.2048888888888889,0.1511111111111111,0.12133333333333333,0.09333333333333334,7.543149068616242,-0.036148305234101646,2.736696848243217,-0.009571657697805628,15.5123289871874,64,0.000258519998,0.258519998,0.0,25.0,325107,2250,0.9146979166666667,0.25674444444444444,0.48743828853538124,steep
